customer_id,age,state,account_type,tenure_months,monthly_transactions,avg_transaction_value_ngn,account_balance_ngn,loan_taken,savings_plan_active,customer_support_calls,app_logins_per_month,referrals_made,churned
NG00665,30,Lagos,Basic,11,14,5580.96,52856.76,0,1,2,16,1,0
NG00666,28,Rivers,Basic,18,14,30437.42,14262.77,1,1,9,74,3,0
NG00667,40,Abuja,Basic,12,57,4618.41,9516.34,1,0,0,29,0,0
NG00668,33,Kano,Business,23,34,8118.27,9185.23,0,1,3,21,2,0
NG00669,48,Rivers,Basic,12,53,27002.71,18842.13,1,0,9,42,3,0
NG00670,28,Abuja,Basic,13,57,15260.57,25292.01,0,0,5,26,3,0
NG00671,33,Delta,Premium,25,20,1270.66,79990.01,1,0,9,36,1,0
NG00672,25,Lagos,Business,45,11,2412.21,5746.93,0,1,1,45,2,0
NG00673,21,Abuja,Basic,19,16,594.47,59748.56,1,1,6,34,0,0
NG00674,21,Kano,Basic,46,51,12460.96,34115.53,1,1,6,3,1,0
NG00675,42,Kaduna,Basic,36,31,7623.39,15282.03,0,0,3,79,3,0
NG00676,20,Rivers,Basic,45,55,2230.25,30549.98,0,1,3,79,1,0
NG00677,49,Enugu,Premium,8,6,38522.22,16046.65,1,1,0,84,1,0
NG00678,20,Rivers,Premium,29,56,9551.59,40794.45,1,0,1,25,4,0
NG00679,44,Rivers,Premium,32,19,3823.17,25599.85,0,0,8,18,1,1
NG00680,46,Kano,Basic,44,37,8832.26,8082.53,1,0,9,80,1,0
NG00681,49,Lagos,Basic,18,58,14158.98,5578.11,0,1,7,44,2,0
NG00682,36,Rivers,Basic,6,4,1451.63,35603.62,0,1,7,25,1,1
NG00683,38,Lagos,Basic,18,47,4354.1,104715.51,0,1,8,21,0,0
NG00684,22,Abuja,Premium,19,4,20238.64,18968.85,0,0,6,57,3,1
NG00685,35,Delta,Basic,22,20,7886.79,59422.82,1,1,8,62,2,0
NG00686,45,Enugu,Basic,37,10,9991.16,48369.61,0,0,9,27,1,1
NG00687,39,Delta,Basic,32,24,7304.86,120677.56,1,0,1,64,0,0
NG00688,38,Lagos,Basic,41,54,1038.71,77411.85,0,1,5,43,3,0
NG00689,23,Lagos,Basic,3,35,2674.66,37624.78,0,0,2,42,2,0
NG00690,18,Delta,Premium,28,26,7577.16,48155.12,0,1,5,36,0,0
NG00691,22,Rivers,Basic,10,37,3316.3,102896.03,0,0,2,65,1,0
NG00692,29,Oyo,Premium,35,38,1115.25,22951.08,0,1,7,16,4,0
NG00693,43,Oyo,Basic,29,21,22767.87,17806.72,0,0,3,39,4,0
NG00694,51,Kano,Basic,15,54,48182.01,489.15,0,1,9,37,2,1
NG00695,31,Enugu,Business,33,40,19408.72,78834.24,0,0,5,84,0,0
NG00696,43,Kaduna,Basic,7,39,23572.12,72645.91,0,0,8,60,3,1
NG00697,44,Delta,Premium,12,21,3824.5,4964.5,0,1,1,8,0,0
NG00698,26,Delta,Basic,30,10,39316.09,38702.07,1,0,1,76,4,0
NG00699,43,Kano,Premium,21,38,3131.7,28061.41,1,1,6,74,2,0
NG00700,39,Enugu,Premium,31,46,36796.94,5686.54,0,1,1,60,1,0
NG00701,47,Oyo,Business,24,4,63653.77,177338.06,0,0,1,79,0,0
NG00702,34,Abuja,Premium,20,57,15425.99,10875.79,0,0,3,15,4,0
NG00703,43,Rivers,Premium,37,45,48150.92,3132.05,1,1,8,1,3,0
NG00704,53,Rivers,Basic,4,20,10614.8,40657.11,0,1,7,71,2,0
NG00705,18,Abuja,Premium,28,17,4105.83,60422.59,0,1,1,42,1,0
NG00706,25,Abuja,Premium,44,55,7393.62,1484.16,0,1,7,41,0,0
NG00707,52,Enugu,Basic,20,7,11303.86,48377.03,0,1,3,76,3,0
NG00708,32,Oyo,Basic,24,4,1410.68,34195.99,0,0,1,56,1,0
NG00709,39,Kano,Premium,32,29,12185.24,4904.77,1,1,9,80,4,0
NG00710,31,Abuja,Basic,41,14,48172.64,8521.88,0,1,6,87,4,0
NG00711,43,Kano,Basic,36,3,3030.25,37767.16,1,0,5,66,3,0
NG00712,45,Enugu,Business,34,24,19376.99,15816.83,0,0,9,29,4,0
NG00713,40,Kaduna,Basic,36,37,29118.41,125357.68,0,0,4,12,2,0
NG00714,31,Lagos,Basic,2,16,35025.07,76852.08,1,0,0,18,3,0
NG00715,41,Rivers,Premium,15,58,39167.26,184881.44,0,1,1,6,4,0
NG00716,19,Oyo,Basic,34,55,9344.18,13529.72,1,0,7,8,0,0
NG00717,43,Rivers,Premium,36,52,45928.87,157382.45,0,0,0,82,4,0
NG00718,31,Oyo,Basic,6,4,17491.65,25392.87,0,0,2,53,2,0
NG00719,24,Enugu,Basic,39,56,2616.14,19213.78,1,1,1,85,1,0
NG00720,20,Lagos,Basic,42,24,8275.79,2324.76,0,1,4,81,1,0
NG00721,40,Rivers,Business,12,34,15704.28,2439.38,1,0,3,60,4,0
NG00722,35,Lagos,Basic,3,30,3909.71,52996.14,0,0,6,86,1,0
NG00723,52,Enugu,Basic,45,18,12780.34,27556.12,1,1,4,1,4,0
NG00724,32,Oyo,Basic,18,19,13680.96,11558.59,0,1,7,49,2,0
NG00725,42,Abuja,Basic,40,31,2630.87,42832.84,0,0,3,74,1,0
NG00726,54,Kaduna,Basic,21,19,10491.26,13117.51,1,0,5,30,0,0
NG00727,45,Rivers,Basic,15,49,18221.3,38784.5,1,0,3,32,4,0
NG00728,27,Lagos,Premium,33,46,8791.29,20027.32,1,0,1,77,1,0
NG00729,34,Delta,Basic,35,19,646.12,78062.87,1,1,0,79,2,0
NG00730,39,Rivers,Premium,26,22,608.95,77340.31,1,1,0,10,2,0
NG00731,43,Rivers,Premium,8,24,5799.87,29197.98,0,0,7,32,0,1
NG00732,42,Rivers,Basic,36,45,31775.79,19441.97,0,1,3,6,2,0
NG00733,34,Kano,Basic,30,12,3615.77,20263.27,0,0,4,30,2,0
NG00734,30,Lagos,Premium,23,30,12573.39,73729.2,0,1,7,47,1,0
NG00735,37,Lagos,Premium,42,58,3513.52,17899.38,0,1,6,46,4,0
NG00736,42,Rivers,Basic,44,38,5157.46,10553.96,0,0,7,77,3,0
NG00737,21,Enugu,Business,14,53,23109.82,3982.08,0,0,7,52,2,0
NG00738,27,Enugu,Basic,14,31,16161.5,28289.62,1,1,5,79,2,0
NG00739,20,Abuja,Basic,2,36,1703.14,29611.58,0,0,9,18,3,1
NG00740,35,Rivers,Basic,37,19,7218.13,82722.47,0,0,1,80,2,0
NG00741,53,Kano,Business,5,48,855.24,11252.28,0,1,5,89,1,0
NG00742,39,Oyo,Premium,38,45,8367.68,21583.62,1,1,0,5,1,0
NG00743,51,Kano,Premium,45,36,13531.93,74356.89,1,0,0,48,3,0
NG00744,25,Enugu,Basic,41,30,2013.6,78081.07,1,1,2,72,2,0
NG00745,36,Abuja,Basic,47,55,4591.05,21847.54,0,0,2,49,2,0
NG00746,54,Enugu,Basic,14,49,6586.72,27655.44,0,1,4,80,4,0
NG00747,23,Enugu,Premium,39,55,30738.6,16262.11,0,1,0,11,2,0
NG00748,43,Enugu,Basic,25,33,60487.47,121339.85,0,1,9,22,1,0
NG00749,51,Rivers,Basic,20,18,1051.41,5683.2,0,0,5,53,0,1
NG00750,23,Enugu,Basic,2,52,17675.9,122144.0,0,1,6,68,0,0
NG00751,54,Lagos,Business,39,49,6077.31,51821.57,0,1,9,58,0,0
NG00752,50,Kaduna,Basic,6,59,6480.01,34126.79,1,0,2,35,0,0
NG00753,39,Delta,Basic,17,28,17342.02,1494.19,1,0,3,2,2,0
NG00754,38,Rivers,Basic,25,59,30575.0,29047.2,0,0,9,57,2,0
NG00755,23,Abuja,Business,28,47,36673.75,23572.05,0,0,9,87,4,0
NG00756,23,Lagos,Business,2,11,10828.08,7911.24,0,1,9,54,2,1
NG00757,21,Kano,Premium,35,57,5801.59,48073.73,0,0,9,56,0,0
NG00758,47,Enugu,Basic,37,54,19088.53,159555.45,1,0,9,16,3,0
NG00759,28,Oyo,Basic,5,45,3968.22,37168.54,0,1,2,38,3,0
NG00760,47,Oyo,Business,1,33,10463.39,56448.03,1,0,0,89,1,0
NG00761,48,Kaduna,Basic,40,17,5828.82,3190.77,0,1,7,67,1,0
NG00762,41,Rivers,Basic,12,6,13327.4,24332.08,1,0,9,54,2,0
NG00763,26,Kano,Basic,36,4,3799.54,5566.67,0,1,9,44,3,0
NG00764,20,Kaduna,Business,45,20,3052.27,42696.14,1,1,1,75,0,0
NG00765,48,Delta,Basic,23,48,30547.47,125479.26,0,1,0,0,0,0
NG00766,54,Delta,Premium,47,47,1788.4,48782.34,1,0,7,20,0,0
NG00767,53,Kaduna,Premium,31,27,8961.61,3596.07,0,1,6,82,2,0
NG00768,41,Abuja,Basic,11,15,3494.66,19709.44,0,0,6,20,2,1
NG00769,48,Oyo,Basic,10,6,976.5,35999.23,1,0,3,51,4,0
NG00770,23,Kano,Business,3,47,940.2,23228.38,1,0,8,81,0,1
NG00771,19,Rivers,Business,14,14,2811.69,80713.14,1,1,5,42,0,0
NG00772,37,Enugu,Premium,16,11,24688.17,75853.02,1,0,1,51,2,0
NG00773,45,Lagos,Premium,10,39,4483.43,42584.15,1,1,0,66,2,0
NG00774,28,Rivers,Basic,29,9,36559.5,21039.27,0,0,0,43,4,0
NG00775,21,Rivers,Business,10,26,10956.45,13267.02,0,0,8,31,4,1
NG00776,32,Kano,Basic,12,16,7385.49,5035.9,0,1,3,9,1,0
NG00777,23,Oyo,Premium,30,5,10912.55,19725.59,1,0,4,63,3,0
NG00778,47,Kano,Business,41,57,9225.37,23986.1,0,1,2,78,0,0
NG00779,19,Lagos,Premium,1,52,17564.36,50690.94,0,0,3,68,0,0
NG00780,32,Kaduna,Premium,5,10,4483.72,48303.54,0,1,7,67,4,0
NG00781,28,Kano,Premium,20,50,5725.84,3270.91,1,1,3,27,4,0
NG00782,25,Abuja,Basic,8,3,27442.47,22633.0,0,0,8,52,1,1
NG00783,43,Rivers,Premium,43,13,35627.13,9028.02,0,0,8,50,3,1
NG00784,22,Oyo,Basic,12,43,27269.67,7675.48,0,1,5,52,1,0
NG00785,23,Enugu,Premium,1,49,7025.31,79029.53,0,1,1,3,3,0
NG00786,43,Delta,Basic,20,30,18689.49,1926.86,0,0,9,78,0,0
NG00787,21,Lagos,Basic,28,54,8262.85,24449.37,1,0,6,16,1,0
NG00788,36,Delta,Premium,43,45,8758.87,8287.54,1,1,8,66,4,0
NG00789,37,Rivers,Business,37,6,3248.13,95161.39,1,1,5,73,1,0
NG00790,50,Kano,Basic,47,17,11232.31,36642.46,0,0,2,46,1,0
NG00791,37,Delta,Premium,37,59,2971.54,11842.17,1,0,6,55,0,0
NG00792,29,Abuja,Premium,12,45,5333.79,31410.61,0,0,4,22,4,0
NG00793,18,Kano,Business,37,51,23674.76,59168.41,0,1,0,17,4,0
NG00794,43,Rivers,Basic,44,53,3284.33,142780.47,1,0,2,0,2,0
NG00795,31,Delta,Premium,28,19,1385.8,11206.5,0,1,4,34,2,0
NG00796,54,Enugu,Business,47,42,1358.05,97791.87,0,0,6,63,2,0
NG00797,28,Kaduna,Basic,15,35,34418.87,122522.35,1,0,2,57,0,0
NG00798,53,Lagos,Business,6,46,8985.02,111688.09,0,1,5,58,1,0
NG00799,30,Delta,Business,44,26,6819.64,45404.72,1,1,4,0,4,0
NG00800,20,Enugu,Business,20,51,20484.39,44719.55,0,1,0,2,4,0
NG00801,50,Kaduna,Basic,14,5,22181.94,23228.6,1,0,9,66,1,0
NG00802,23,Kaduna,Basic,2,29,5345.04,62816.95,0,1,5,36,4,0
NG00803,27,Delta,Business,9,37,14695.07,34100.08,0,1,7,82,1,0
NG00804,22,Oyo,Basic,37,20,18194.84,50915.71,1,0,0,28,0,0
NG00805,40,Delta,Premium,20,49,13258.39,25173.77,0,0,1,88,0,0
NG00806,27,Rivers,Basic,26,21,2472.77,59170.1,0,0,3,32,0,0
NG00807,19,Kaduna,Basic,29,10,25538.38,78297.93,0,0,1,60,1,0
NG00808,30,Lagos,Basic,1,5,9794.75,7125.08,0,1,8,89,1,0
NG00809,19,Rivers,Premium,35,36,4483.33,80520.33,0,0,9,3,3,1
NG00810,37,Abuja,Basic,6,6,7145.39,34972.81,0,1,7,13,4,1
NG00811,18,Kano,Premium,37,26,959.54,83797.97,1,1,7,32,4,0
NG00812,54,Delta,Premium,5,4,2141.76,25398.24,0,1,3,21,3,0
NG00813,26,Oyo,Premium,33,39,17905.99,21442.02,0,1,4,47,3,0
NG00814,34,Lagos,Premium,14,39,500.14,110961.85,0,0,3,2,0,0
NG00815,26,Oyo,Basic,12,50,6965.88,13015.9,0,0,8,86,3,0
NG00816,28,Oyo,Basic,42,35,9370.55,83666.76,1,0,1,84,1,0
NG00817,32,Oyo,Basic,20,1,1174.2,29775.98,0,1,7,22,2,1
NG00818,41,Delta,Premium,24,24,43877.81,32478.44,1,0,1,67,1,0
NG00819,52,Lagos,Premium,43,57,3576.14,16598.08,0,1,0,20,3,0
NG00820,47,Lagos,Basic,34,36,4852.29,38298.15,1,0,9,42,4,0
NG00821,48,Kaduna,Basic,25,6,4847.88,17701.0,0,0,2,84,1,0
NG00822,22,Oyo,Premium,29,41,3642.87,1802.76,1,0,8,25,4,1
NG00823,31,Kaduna,Basic,39,54,517.7,14285.35,0,1,2,40,1,0
NG00824,28,Kaduna,Business,31,46,16182.91,287.98,0,1,8,37,4,0
NG00825,26,Kano,Basic,47,44,41378.92,172483.69,0,0,6,87,1,0
NG00826,51,Delta,Business,43,57,3547.77,151829.43,0,1,9,10,4,0
NG00827,29,Delta,Basic,23,31,13553.75,22625.26,1,0,0,28,2,0
NG00828,52,Rivers,Basic,44,20,16752.73,58649.29,0,1,9,59,0,0
NG00829,52,Enugu,Basic,38,24,23140.13,19095.82,0,1,4,66,1,0
NG00830,18,Kaduna,Basic,20,25,7091.25,50039.13,1,0,8,64,2,0
NG00831,39,Delta,Basic,23,36,4830.45,73663.36,0,1,2,60,0,0
NG00832,46,Oyo,Basic,45,21,5221.76,131979.36,1,0,8,18,1,0
NG00833,25,Enugu,Premium,16,30,15463.45,23003.08,1,1,4,45,2,0
NG00834,28,Abuja,Basic,42,24,20864.78,68815.44,0,0,8,48,2,0
NG00835,54,Oyo,Premium,8,44,2905.05,13911.69,1,1,9,21,2,0
NG00836,31,Lagos,Basic,21,42,6062.36,208753.44,0,0,5,77,3,0
NG00837,47,Delta,Business,1,30,28366.13,1174.84,0,1,8,56,4,1
NG00838,52,Enugu,Premium,8,22,20221.74,41631.84,0,1,6,13,0,1
NG00839,38,Delta,Basic,29,28,50783.71,48481.1,0,1,6,43,4,0
NG00840,54,Rivers,Basic,32,7,17341.2,52420.42,1,1,7,15,4,0
NG00841,22,Kaduna,Basic,38,35,6494.58,5772.33,1,1,6,76,4,0
NG00842,36,Abuja,Basic,5,55,11217.86,125514.11,0,0,8,11,2,0
NG00843,31,Delta,Premium,47,28,13481.57,8995.28,0,0,8,54,4,0
NG00844,43,Rivers,Premium,22,14,1480.45,43868.53,1,0,5,50,3,0
NG00845,21,Rivers,Business,47,56,9936.23,11335.42,0,1,6,38,1,0
NG00846,42,Abuja,Premium,34,10,15326.42,16516.69,0,0,1,32,2,0
NG00847,42,Oyo,Business,1,16,2697.29,35580.09,0,1,8,32,0,1
NG00848,35,Oyo,Business,26,16,18704.04,24295.5,1,1,0,28,1,0
NG00849,25,Oyo,Business,43,54,11018.29,7857.99,0,0,0,68,1,0
NG00850,31,Kano,Basic,10,31,36994.23,8435.63,1,0,2,69,1,0
NG00851,49,Kaduna,Basic,30,42,1020.18,24369.01,1,0,5,30,4,0
NG00852,50,Enugu,Basic,18,25,4199.94,63713.66,0,0,4,79,4,0
NG00853,40,Kaduna,Premium,17,13,11542.2,102709.62,0,0,1,30,2,0
NG00854,32,Oyo,Basic,26,6,4721.27,3954.52,1,0,8,88,4,0
NG00855,50,Abuja,Basic,8,44,15538.97,22472.9,0,1,9,45,4,1
NG00856,42,Kano,Basic,47,9,17575.76,4753.5,1,1,3,76,4,0
NG00857,34,Kaduna,Basic,40,45,1797.92,752.93,1,0,3,51,2,0
NG00858,50,Oyo,Premium,12,36,9154.97,48774.48,1,0,4,9,2,0
NG00859,19,Kano,Basic,27,56,9033.06,41509.49,1,0,7,87,3,0
NG00860,31,Enugu,Premium,8,43,6030.73,8007.93,1,1,9,73,3,0
NG00861,23,Abuja,Premium,25,20,32923.3,11984.8,1,1,3,40,3,0
NG00862,23,Oyo,Basic,46,18,21588.74,1079.7,0,0,4,76,3,0
NG00863,20,Enugu,Premium,4,58,14836.56,81067.05,0,0,3,2,1,0
NG00864,24,Lagos,Premium,33,43,15534.87,165446.07,0,1,5,58,1,0
NG00865,25,Enugu,Basic,1,57,7932.43,6550.07,1,1,2,51,3,0
NG00866,32,Delta,Basic,19,21,30958.86,11847.71,0,0,7,33,3,0
NG00867,46,Abuja,Basic,31,4,14733.41,91262.73,1,1,5,48,0,0
NG00868,50,Enugu,Premium,16,50,16166.8,117448.99,0,0,9,27,1,1
NG00869,47,Enugu,Premium,14,33,24239.17,24483.82,1,0,4,82,0,0
NG00870,44,Rivers,Basic,5,27,4343.65,2337.69,0,1,1,86,0,0
NG00871,53,Rivers,Basic,41,7,20245.19,1808.49,1,1,9,12,4,0
NG00872,46,Enugu,Basic,26,6,3106.54,38393.92,0,0,9,68,2,1
NG00873,50,Enugu,Premium,28,15,5583.71,22457.42,0,1,6,66,1,0
NG00874,54,Abuja,Basic,2,18,5406.64,1308.19,0,0,1,60,3,0
NG00875,44,Rivers,Premium,6,32,46590.65,39387.35,1,1,0,59,3,0
NG00876,50,Kaduna,Basic,9,56,23800.16,511.51,0,0,6,70,2,0
NG00877,21,Abuja,Premium,33,11,14994.56,69669.49,0,1,4,23,1,0
NG00878,39,Lagos,Premium,41,20,16081.9,16465.82,1,1,0,62,3,0
NG00879,19,Abuja,Premium,25,24,10408.43,1849.09,1,0,3,85,3,0
NG00880,27,Oyo,Basic,13,15,35770.11,39941.42,1,1,3,60,4,0
NG00881,22,Oyo,Premium,9,48,8728.31,22813.82,0,1,9,22,0,1
NG00882,27,Kano,Basic,13,7,6246.45,163890.52,0,1,6,29,3,0
NG00883,50,Rivers,Basic,31,21,2635.68,35356.42,1,0,8,59,1,0
NG00884,30,Enugu,Premium,41,42,19012.89,14486.11,0,1,1,17,2,0
NG00885,48,Delta,Premium,11,26,16411.15,55617.36,1,1,0,55,4,0
NG00886,53,Rivers,Premium,4,44,6321.02,14254.05,0,0,1,52,1,0
NG00887,41,Kaduna,Basic,34,56,806.19,105567.51,0,1,6,6,4,0
NG00888,32,Abuja,Premium,38,14,22416.01,21130.15,0,0,9,68,0,0
NG00889,46,Delta,Premium,46,57,637.8,35919.7,0,0,5,71,3,0
NG00890,25,Delta,Business,4,37,15096.58,2335.35,0,1,3,78,1,0
NG00891,22,Enugu,Premium,38,58,42681.98,24990.17,0,1,0,51,2,0
NG00892,46,Enugu,Premium,19,21,7407.81,80368.09,1,1,0,3,0,0
NG00893,21,Rivers,Basic,6,18,3714.14,73713.98,0,0,4,33,0,1
NG00894,29,Delta,Premium,34,5,15144.11,11430.6,1,1,0,68,4,0
NG00895,19,Delta,Premium,18,3,20887.64,11532.85,1,0,6,32,0,0
NG00896,44,Oyo,Business,13,23,9987.28,76497.25,0,0,0,68,1,0
NG00897,48,Lagos,Basic,41,26,41447.81,119923.56,0,0,0,37,4,0
NG00898,53,Enugu,Basic,23,37,1136.62,4509.87,1,1,1,25,0,0
NG00899,53,Abuja,Basic,19,24,8933.42,26907.46,1,1,9,0,2,0
NG00900,43,Rivers,Premium,45,49,15709.51,18524.96,1,1,2,3,1,0
NG00901,44,Enugu,Business,11,19,24321.84,92048.88,1,1,0,38,2,0
NG00902,22,Oyo,Basic,1,51,2870.52,3924.92,1,0,8,53,2,1
NG00903,37,Kaduna,Premium,24,25,19813.46,10671.69,0,1,9,89,4,0
NG00904,28,Enugu,Premium,7,21,10154.5,62829.75,0,0,7,32,3,1
NG00905,27,Kaduna,Premium,25,12,6561.18,2369.53,1,0,4,32,4,0
NG00906,23,Kano,Basic,21,57,2194.82,30524.77,0,0,1,71,1,0
NG00907,25,Delta,Premium,15,41,24556.08,26261.47,1,1,4,19,1,0
NG00908,40,Delta,Basic,1,33,2553.35,18318.07,0,1,5,15,4,0
NG00909,43,Rivers,Premium,12,50,4949.08,22581.91,0,1,0,20,3,0
NG00910,29,Lagos,Basic,7,53,4610.65,33970.33,1,0,3,44,4,0
NG00911,43,Lagos,Basic,15,4,25113.89,7919.21,0,0,8,89,1,1
NG00912,30,Rivers,Premium,21,42,13902.65,38188.01,0,1,1,86,3,0
NG00913,35,Rivers,Basic,19,57,19615.77,73663.89,0,0,4,81,1,0
NG00914,42,Oyo,Basic,29,7,3959.67,64250.42,1,1,0,61,3,0
NG00915,50,Kaduna,Premium,25,22,12265.92,7520.29,0,1,3,30,3,0
NG00916,29,Rivers,Premium,33,55,10676.47,7273.64,1,0,3,41,4,0
NG00917,53,Kaduna,Premium,32,33,21964.96,14049.59,0,1,5,11,4,0
NG00918,21,Enugu,Basic,35,17,28884.65,20158.55,1,1,9,64,4,0
NG00919,22,Enugu,Basic,44,24,646.78,23625.83,1,0,8,72,3,0
NG00920,54,Kano,Basic,38,34,13951.03,51231.98,0,1,2,2,3,0
NG00921,25,Kaduna,Basic,26,28,1138.73,2625.76,0,0,8,89,1,0
NG00922,45,Oyo,Business,11,58,10051.7,1587.96,0,1,5,8,2,0
NG00923,48,Enugu,Basic,35,43,4569.94,22384.5,1,1,6,50,4,0
NG00924,26,Delta,Basic,8,41,4896.84,53755.33,0,1,9,15,1,1
NG00925,46,Delta,Basic,46,39,5724.14,9673.7,1,1,1,87,1,0
NG00926,31,Enugu,Basic,14,22,12151.89,46162.76,0,0,9,77,0,1
NG00927,39,Enugu,Premium,10,49,5378.49,13539.28,0,1,5,2,4,0
NG00928,28,Enugu,Premium,2,17,16332.56,97754.06,0,0,5,23,1,0
NG00929,40,Kaduna,Basic,46,34,6720.8,101717.44,0,1,1,72,0,0
NG00930,18,Delta,Basic,9,6,1349.62,15876.32,0,1,1,12,4,0
NG00931,54,Delta,Basic,3,46,18876.39,11761.05,1,0,1,1,3,0
NG00932,38,Abuja,Premium,21,6,4538.41,23843.04,1,0,9,70,0,1
NG00933,43,Enugu,Premium,26,34,7303.82,12381.14,0,1,0,20,3,0
NG00934,53,Kano,Basic,8,1,14379.11,50216.07,1,1,4,18,2,0
NG00935,40,Enugu,Basic,2,10,5349.8,78708.23,1,0,7,88,2,0
NG00936,18,Oyo,Premium,6,21,1199.0,50313.46,1,0,1,46,2,0
NG00937,32,Oyo,Business,28,5,6119.35,78266.9,0,0,4,21,2,0
NG00938,38,Delta,Business,29,2,35185.35,22762.13,0,1,7,74,1,0
NG00939,26,Enugu,Basic,26,22,12817.77,7649.03,0,0,9,32,2,1
NG00940,26,Lagos,Basic,25,48,13857.86,60265.06,1,1,4,31,1,0
NG00941,27,Oyo,Basic,12,57,12505.27,20116.3,0,0,1,63,1,0
NG00942,43,Enugu,Premium,5,2,3162.61,50063.45,0,1,2,84,4,0
NG00943,52,Kano,Business,34,10,7002.3,14201.7,0,0,5,38,1,0
NG00944,42,Rivers,Basic,37,34,17180.73,3812.36,0,1,4,83,1,0
NG00945,43,Enugu,Basic,15,16,1782.65,220671.82,1,0,3,71,2,0
NG00946,28,Kano,Basic,44,48,4406.31,7642.87,0,1,3,41,1,0
NG00947,19,Delta,Basic,36,51,4380.86,200635.27,0,0,4,8,3,0
NG00948,24,Delta,Basic,15,39,7288.01,170302.8,1,1,1,24,2,0
NG00949,35,Abuja,Premium,43,22,47667.59,71054.84,1,1,8,88,0,0
NG00950,44,Kaduna,Basic,23,12,1338.67,48470.13,1,0,1,1,2,0
NG00951,51,Oyo,Basic,6,24,9275.2,38803.18,1,1,9,18,1,0
NG00952,44,Kaduna,Premium,46,47,2872.12,90480.31,1,1,1,19,3,0
NG00953,34,Enugu,Basic,44,40,42852.41,15376.55,0,0,9,69,2,0
NG00954,41,Kaduna,Basic,43,38,1943.03,28373.07,0,0,8,16,3,0
NG00955,42,Oyo,Basic,45,59,6702.14,43469.1,1,0,2,88,0,0
NG00956,24,Oyo,Business,21,10,16567.66,23834.36,1,1,9,67,0,0
NG00957,23,Enugu,Premium,23,35,15131.25,25097.35,1,1,6,83,4,0
NG00958,41,Delta,Basic,43,51,7093.31,18040.61,0,0,3,2,4,0
NG00959,50,Oyo,Premium,16,49,5605.4,37379.02,0,1,5,86,2,0
NG00960,46,Lagos,Basic,47,32,6582.25,85543.09,0,1,3,50,4,0
NG00961,39,Lagos,Premium,15,7,4182.81,10127.51,0,1,9,81,3,0
NG00962,43,Rivers,Premium,25,21,3257.98,122610.75,0,1,6,25,4,0
NG00963,45,Oyo,Business,36,20,8417.47,52570.99,1,1,0,55,3,0
NG00964,38,Abuja,Basic,11,26,4252.45,77991.76,0,1,2,63,4,0
NG00965,24,Rivers,Business,15,4,4567.06,36556.21,0,0,2,7,4,1
NG00966,34,Delta,Business,4,46,13331.77,68037.0,0,1,0,80,4,0
NG00967,37,Oyo,Business,21,52,42007.44,734.99,1,0,5,36,1,0
NG00968,37,Lagos,Premium,13,22,11605.1,76762.85,0,0,8,26,1,1
NG00969,39,Abuja,Basic,22,15,1461.25,1843.5,0,0,7,44,4,0
NG00970,45,Enugu,Basic,19,56,1443.11,99291.95,0,1,6,3,3,0
NG00971,24,Rivers,Basic,34,40,36795.32,217065.06,0,1,9,85,2,0
NG00972,18,Abuja,Basic,14,21,4733.75,15670.6,1,0,7,89,0,0
NG00973,49,Oyo,Premium,4,15,1659.02,10625.65,1,0,5,87,1,0
NG00974,30,Kano,Premium,46,22,11466.86,65237.27,0,0,8,36,4,0
NG00975,47,Abuja,Business,27,52,12226.79,13127.64,0,1,2,70,0,0
NG00976,40,Abuja,Basic,29,28,13046.71,90299.48,1,0,9,32,1,0
NG00977,36,Delta,Basic,47,14,4233.9,4883.58,0,1,9,30,2,0
NG00978,49,Lagos,Premium,28,27,682.71,6058.06,0,0,8,54,3,0
NG00979,47,Enugu,Basic,35,41,40734.16,174171.42,0,0,3,11,4,0
NG00980,46,Oyo,Basic,8,40,3966.48,50416.37,1,0,6,10,2,1
NG00981,46,Abuja,Business,16,58,14025.11,84446.12,0,0,8,87,1,0
NG00982,47,Oyo,Premium,42,28,15215.84,17642.23,0,1,1,71,4,0
NG00983,33,Lagos,Basic,36,26,11799.53,50782.77,1,0,1,31,0,0
NG00984,36,Delta,Premium,30,49,5003.43,40589.91,0,0,8,56,3,0
NG00985,35,Oyo,Premium,18,2,4294.56,41588.87,0,0,2,37,1,0
NG00986,18,Kaduna,Premium,2,25,11425.74,51632.09,1,0,8,59,3,1
NG00987,31,Lagos,Premium,13,56,24627.55,38543.02,0,0,4,85,4,0
NG00988,19,Lagos,Basic,4,3,35689.42,25221.39,1,0,5,18,2,1
NG00989,45,Enugu,Premium,26,8,1843.33,14528.57,0,1,1,83,3,0
NG00990,47,Rivers,Basic,25,44,2518.59,65858.71,0,1,7,55,0,0
NG00991,21,Delta,Basic,30,33,35247.66,11544.09,0,0,8,13,1,0
NG00992,18,Delta,Business,11,42,16506.03,53046.29,0,0,1,32,0,0
NG00993,25,Enugu,Premium,7,52,26246.34,11956.61,0,1,5,9,3,0
NG00994,46,Kaduna,Premium,31,35,3217.28,44176.95,1,0,5,79,2,0
NG00995,20,Oyo,Premium,44,6,11128.73,61860.38,0,0,7,63,2,0
NG00996,49,Kano,Business,10,39,14993.34,11106.62,0,0,9,63,0,1
NG00997,27,Kaduna,Business,39,52,14177.41,2781.68,0,0,4,61,4,0
